rundate,vdate,station,tmax.obs,tmin.obs,precip.obs,wspd.obs,tmax.gec00,tmax.gep01,tmax.gep02,tmax.gep03,tmax.gep04,tmax.gep05,tmax.gep06,tmax.gep07,tmax.gep08,tmax.gep09,tmax.gep10,tmax.gep11,tmax.gep12,tmax.gep13,tmax.gep14,tmax.gep15,tmax.gep16,tmax.gep17,tmax.gep18,tmax.gep19,tmax.gep20,tmin.gec00,tmin.gep01,tmin.gep02,tmin.gep03,tmin.gep04,tmin.gep05,tmin.gep06,tmin.gep07,tmin.gep08,tmin.gep09,tmin.gep10,tmin.gep11,tmin.gep12,tmin.gep13,tmin.gep14,tmin.gep15,tmin.gep16,tmin.gep17,tmin.gep18,tmin.gep19,tmin.gep20,precip.gec00,precip.gep01,precip.gep02,precip.gep03,precip.gep04,precip.gep05,precip.gep06,precip.gep07,precip.gep08,precip.gep09,precip.gep10,precip.gep11,precip.gep12,precip.gep13,precip.gep14,precip.gep15,precip.gep16,precip.gep17,precip.gep18,precip.gep19,precip.gep20,wspd.gec00,wspd.gep01,wspd.gep02,wspd.gep03,wspd.gep04,wspd.gep05,wspd.gep06,wspd.gep07,wspd.gep08,wspd.gep09,wspd.gep10,wspd.gep11,wspd.gep12,wspd.gep13,wspd.gep14,wspd.gep15,wspd.gep16,wspd.gep17,wspd.gep18,wspd.gep19,wspd.gep20
2016092206,2016092300,KSEA,63,53,0.01,24,65.0742,65.3895,65.9537,65.7846,64.9752,64.879,64.4407,65.1731,65.6754,63.3305,64.6338,64.9691,65.8863,64.5795,64.9938,65.7503,65.4287,64.295,64.2634,64.9182,65.009,46.4664,47.3211,46.9315,46.2369,46.882,46.224,46.6889,46.5135,47.8233,45.8599,46.601,46.0882,46.6732,46.1939,46.9081,48.4164,47.241,45.708,47.7078,46.1257,47.0847,0.0291,0.0493,0.0205,0.0132,0.0305,0.0504,0.0366,0.0264,0.0433,0.0344,0.0421,0.0346,0.0436,0.0456,0.035,0.0157,0.0294,0.0395,0.0585,0.0421,0.0233,6.2334,7.7001,5.091,5.8517,5.8227,6.2994,5.8571,6.2995,7.8728,5.9559,5.3386,7.3427,5.888,6.3485,5.4469,5.4157,5.9804,6.0661,6.4713,5.9061,5.9664
2016092206,2016092300,KTVC,68,54,0,14,66.8572,67.5568,66.0694,65.6381,66.2222,67.837,66.766,67.0152,66.1882,66.5114,66.2001,66.2808,66.0847,68.7515,66.0254,67.3841,67.5408,66.2891,66.1804,66.4721,66.7691,53.9832,53.3764,53.3234,53.6863,53.5646,54.3881,54.3085,52.8949,52.3923,55.2842,53.3422,56.6614,55.8343,52.7089,54.3568,53.6926,55.5814,57.1937,55.9505,52.3853,54.1267,0.0984,0.0348,0.1,0.0615,0.0773,0.0267,0.1243,0.0626,0.1454,0.3473,0.0713,0.0603,0.1481,0.0407,0.0577,0.3111,0.1305,0.0448,0.1705,0.0884,0.0649,15.1867,14.3521,15.0452,14.4608,15.6426,14.0557,15.5254,15.3206,15.8187,16.0222,14.4287,13.3989,14.0671,16.0876,14.5676,16.0429,13.9851,13.1021,14.2569,15.8253,14.5791
2016092306,2016092400,KEYW,90,75,0.83,26,84.2685,84.5947,84.3571,84.4485,84.4171,84.6285,84.1438,84.4365,84.2972,84.2662,84.6882,84.2926,84.3571,84.5996,84.2685,84.0862,84.4772,84.1413,84.6165,84.6836,84.2672,83.7838,83.8099,83.6348,83.3506,83.3013,83.2963,83.57,84.0159,83.7979,83.6038,83.4658,83.9038,83.5696,83.5939,83.7966,83.6464,83.9613,83.3636,83.7503,83.6638,83.3223,0.0005,0.1307,0.0637,0.1508,0.1558,0.2215,0,0.0005,0.0009,0.0003,0.1461,0.0001,0.0715,0.1974,0.0019,0,0.0023,0.0565,0.0015,0.1732,0.1864,4.6285,5.6824,7.5903,5.8061,5.9808,7.5443,5.3037,5.7738,4.546,4.3579,7.2307,5.1635,5.4543,6.7581,4.1548,4.4748,5.2616,4.2357,3.5245,6.5412,6.0945
2016092306,2016092400,KGRI,75,59,0.21,0,87.2055,85.5908,87.265,86.1728,88.1746,85.8839,87.3359,85.0398,87.0077,85.0089,84.2953,85.6845,88.6966,88.8589,86.9624,84.4528,89.7729,86.2829,84.3589,87.3503,86.2787,66.3207,64.3236,66.4759,67.101,65.0847,65.3035,65.7237,65.601,65.4257,64.9436,66.5101,65.6804,66.1217,62.9541,64.0935,65.1589,65.2461,65.9569,64.5819,64.2649,66.2565,0.1093,0.4203,0.1664,0.1219,0.1422,0.1611,0.2611,0.0688,0.0479,0.2263,0.3612,0.1595,0.1611,0.1706,0.1627,0.3225,0.1027,0.2635,0.3307,0.243,0.146,19.1855,18.4391,20.4834,19.8,18.952,18.8448,18.6439,19.5914,19.6508,18.7154,19.3101,20.4261,18.736,19.2743,19.3137,18.3537,20.4754,18.8478,18.3011,18.5648,18.9221
2016092306,2016092400,KMDT,75,55,0.01,14,71.319,71.8196,71.0333,70.5217,71.2961,71.3178,72.039,71.9865,71.6675,71.1606,71.5625,71.5763,71.4217,71.2575,71.1282,71.9083,72.171,71.1244,71.4512,71.1305,72.0145,47.0017,46.4241,46.6293,46.1243,47.4309,47.0641,46.5706,46.8056,45.7996,45.5021,46.976,47.8697,46.5888,46.8215,46.9201,47.6635,48.0423,46.398,46.6122,45.9828,46.9152,0.0004,0,0,0.0042,0,0.0004,0.0059,0.0003,0.0034,0.0097,0.0014,0,0,0.0028,0.0073,0,0.0003,0.0007,0,0,0.0003,9.3733,10.88,9.3653,10.1693,9.9541,9.2996,9.1003,9.152,9.7926,10.4215,9.8042,9.5266,9.9278,9.8148,8.6629,8.3848,9.9118,10.1889,10.4856,8.9824,8.8278
2016092306,2016092400,KRNO,78,46,0,17,70.2566,70.413,69.873,71.4297,70.484,70.2422,70.8062,70.2901,69.764,70.077,69.6892,72.0648,69.7544,70.6871,69.513,70.593,69.7166,70.8815,70.9861,70.474,69.201,40.0266,39.5143,39.5878,39.715,40.4965,39.6104,39.9575,39.1846,39.8139,39.3224,40.0756,39.031,40.5805,39.211,40.5295,40.4647,39.1088,40.6798,39.3756,41.0596,40.0131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5965,7.0742,6.2092,6.6161,6.2592,6.7607,6.7186,6.9904,5.9988,6.8202,5.434,7.339,7.1332,6.7474,7.5509,6.9277,7.0809,7.0513,6.3863,7.7178,6.9876
2016092306,2016092400,KSEA,66,53,0,10,69.4945,69.2672,70.0432,68.5237,70.4007,70.2241,69.5754,69.3715,69.1557,70.365,70.0543,69.7605,68.8139,68.971,70.1684,70.457,68.8419,69.4046,69.8758,69.2486,67.9062,47.0965,44.6728,46.2104,45.2739,46.7952,46.0764,46.5431,45.4794,44.1702,46.4169,46.1018,45.8711,46.4798,46.5676,47.5119,46.2651,45.5838,45.3806,46.75,45.97,45.7244,0.0115,0.0075,0.0192,0.0136,0.0077,0.0164,0.013,0.0086,0.0137,0.014,0.0161,0.0109,0.0164,0.0287,0.0148,0.0063,0.0147,0.0106,0.0068,0.0119,0.0095,3.8953,3.546,3.3574,4.2308,3.8022,4.0572,3.8519,4.2648,3.7604,4.0595,4.0998,3.8596,3.6718,3.7733,3.5661,3.76,3.4152,4.2009,4.5356,3.5595,3.8952
2016092306,2016092400,KTVC,71,48,0,14,68.5216,69.2068,68.9675,69.3427,70.2155,68.9819,69.3953,69.7027,67.326,67.6734,69.775,69.3389,67.1846,68.9909,69.3298,68.2316,70.517,69.8707,69.4597,68.9675,69.9541,50.1465,49.8783,49.7924,49.7142,50.2748,49.5342,50.5338,49.851,49.6329,49.4757,50.1312,51.0268,50.2595,51.0183,50.5012,50.4519,50.6583,50.5429,50.3401,49.3193,51.4999,0,0,0,0,0,0.0069,0,0,0,0,0,0.0033,0,0.0003,0,0,0,0,0,0,0,13.2563,12.8054,12.7794,14.1806,13.571,13.3868,13.7409,14.2841,12.8927,12.6967,13.7367,13.2104,11.6881,13.0771,12.7315,12.2256,12.8201,12.0874,13.1646,13.4306,13.6045
2016092406,2016092500,KEYW,90,80,0.09,12,84.4916,84.2947,84.4916,84.4606,84.223,84.2806,84.223,84.5275,84.3741,84.5541,84.3234,84.141,84.763,84.7341,84.4606,84.3451,84.2299,84.5251,84.2517,84.5543,84.4675,83.6326,83.4472,83.7526,83.8702,83.3637,83.8435,83.5726,83.3543,83.8412,83.6302,83.5653,83.4502,83.7693,84.0089,83.4812,83.546,83.4526,83.481,83.601,83.7601,83.6928,0.0008,0.087,0.0275,0.0055,0.0008,0.0044,0.0292,0.2903,0.0002,0,0.076,0.0326,0.0665,0.0492,0.0316,0.0274,0.0572,0.0092,0.0001,0.047,0.1064,6.5547,6.9315,5.075,6.0522,6.7078,5.1175,7.0493,7.5492,6.1939,5.8146,6.5615,6.3324,7.2645,7.9583,7.332,6.6042,5.9329,6.176,6.6718,8.504,6.2829
2016092406,2016092500,KGRI,72,44,0,29,75.226,75.3077,76.3539,75.1767,75.0648,73.3296,72.7647,76.8974,75.9693,78.5953,73.2462,77.4959,72.7436,76.7176,74.8038,75.2162,74.0754,76.3718,72.0621,77.1743,75.2354,53.1799,52.7447,53.9229,52.841,53.5629,52.8675,52.8693,53.074,52.7688,53.8681,52.3275,52.0543,54.4875,52.9512,53.9887,54.1612,54.9446,54.2458,52.7994,53.5257,53.0755,0.0509,0.1107,0.0011,0.0162,0.0087,0.0708,0.2189,0.067,0.0338,0.0431,0.0145,0.0193,0.0933,0.0015,0.075,0.0301,0.0839,0.0103,0.1757,0.012,0.0153,19.9705,19.8596,20.3946,18.1697,19.5202,20.4135,19.4481,19.9373,20.1936,19.5369,19.0773,18.7753,18.7833,18.0248,20.0756,19.4022,19.554,18.2144,18.5903,19.4942,20.1054
2016092406,2016092500,KMDT,72,49,0,7,69.5511,70.2064,69.7975,70.1544,68.7254,68.9408,70.5133,68.8027,69.5119,68.658,69.6635,70.128,70.1623,69.2508,68.4535,69.9638,68.62,69.0327,69.5822,68.6841,70.4148,43.4129,44.0057,42.5402,43.2329,43.6067,43.7621,42.8337,43.5675,44.2395,43.0248,44.4821,43.5049,44.1476,43.9029,43.5256,43.9029,43.0029,43.6702,42.9502,43.2868,43.5929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3231,5.3523,5.5743,5.1025,6.0261,6.0825,5.0511,6.6469,5.7444,6.6159,5.3518,5.1539,5.3378,5.7102,6.8472,5.1984,6.2328,5.8776,5.3505,6.6822,5.3523
2016092406,2016092500,KRNO,82,46,0,13,71.3887,71.0527,71.2087,72.6723,71.6916,71.1377,71.5217,71.2327,71.5687,71.9523,70.9817,71.3177,71.0053,71.5687,70.7542,70.8253,70.7542,71.6537,71.6916,71.4127,70.9342,42.8089,42.6625,42.6054,43.1968,43.2443,42.7139,42.7139,42.2453,43.0364,42.5099,42.9275,42.9553,42.6625,43.1353,41.9463,42.3399,42.2689,43.0029,43.5904,42.8703,42.4724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8463,8.8404,8.7631,8.6185,8.9518,8.8738,9.0108,8.9796,8.7881,8.6256,8.9187,8.6492,8.8747,8.7024,9.0155,8.6737,8.873,8.5683,8.8552,8.8136,8.9937
2016092406,2016092500,KSEA,76,58,0,14,76.482,76.6634,76.6683,77.0459,77.8509,77.1954,75.4665,76.221,76.789,77.0041,76.1398,75.681,76.739,75.8204,75.8494,75.8089,76.3082,76.7204,76.6049,76.2857,75.705,46.0427,46.7942,46.2103,46.463,46.7258,46.1588,47.1673,45.8621,45.858,46.3265,45.4458,46.631,46.9276,45.601,45.7288,45.6339,45.8778,45.9157,46.5229,46.5401,48.2359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7111,4.696,5.3829,3.9006,4.7336,4.0956,4.7814,4.8631,4.9229,4.7031,4.7612,4.5609,5.2045,4.4076,5.2079,4.8278,4.5895,4.5507,4.6846,4.7404,4.6821
2016092406,2016092500,KTVC,75,53,0.45,16,74.1513,72.8282,72.247,73.9023,71.7701,74.5172,75.9832,74.2562,72.2602,73.6468,74.0427,74.6767,74.9504,73.9038,72.7527,74.0609,75.3277,75.1272,73.0266,73.4351,75.6256,53.1875,53.2225,52.624,53.6045,53.1875,52.4508,53.3455,52.5838,53.5696,52.5723,54.2379,54.3609,53.8923,52.5153,52.6087,53.4541,52.8625,53.0774,52.7394,52.6323,53.2156,0.5363,0.4812,0.5699,0.5791,0.504,0.2807,0.3659,0.4715,0.2982,0.289,0.4574,0.2944,0.5216,0.4692,0.3678,0.4525,0.2593,0.3578,0.5944,0.4548,0.6558,20.4775,21.511,20.0733,17.439,19.3412,21.6697,21.2796,21.6645,20.6494,20.8955,17.1507,19.5548,22.1606,18.7006,22.1082,17.6225,18.5795,18.394,21.997,20.9087,19.1178
2016092506,2016092600,KEYW,87,77,0.62,17,84.4678,84.5302,84.4389,84.6788,84.3454,84.3454,84.5902,84.5302,84.4678,84.6767,84.4678,84.5302,84.4678,84.3165,84.5902,84.1675,84.3764,84.1964,84.6475,84.5302,84.2589,81.559,82.8457,81.8353,82.7004,83.2679,82.0386,82.063,82.5193,82.3386,81.6525,82.0411,81.977,82.0175,81.6165,81.7291,82.2747,81.9142,82.3947,81.4074,82.132,82.2243,0.3348,0.3705,0.2611,0.1724,0.015,0.317,0.5455,0.3004,0.4782,0.3328,0.3362,0.3581,0.372,0.408,0.3588,0.2103,0.4565,0.3163,0.4,0.4891,0.2158,6.6192,7.7735,6.2466,6.3052,6.0024,6.8254,8.5304,8.103,7.1901,7.2355,7.0466,7.7893,7.9573,7.976,8.829,5.3266,6.249,5.3542,9.6952,9.8626,6.9921
2016092506,2016092600,KGRI,78,41,0,22,77.5152,78.4825,75.9287,78.1734,76.8799,77.4871,77.4977,76.7071,76.2782,77.9228,77.5488,77.2364,77.4058,77.9829,77.1165,74.727,77.233,77.5012,78.0411,76.4038,77.5348,48.0165,49.024,48.3765,48.2211,47.66,48.6148,47.8611,47.8611,48.5581,47.9213,47.7518,47.8381,48.5089,48.2302,48.6322,47.3,48.0411,47.8948,48.3765,47.2735,48.4488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2162,10.0038,13.7281,13.7929,12.0467,12.7532,11.9493,10.1163,12.1831,11.7476,12.3133,12.7068,13.2945,11.403,13.9825,13.7318,11.8368,11.0944,14.7775,9.9443,13.3912
2016092506,2016092600,KMDT,67,52,0.31,14,73.2195,73.1537,73.0003,73.5783,73.233,72.8475,73.9922,73.015,73.1949,73.1411,70.7579,73.8895,72.0433,72.2864,73.0677,72.9757,73.413,73.0776,72.5777,73.0395,73.5795,46.3288,47.0688,46.5463,47.4155,46.9314,45.8936,46.6961,45.6207,45.2042,46.5234,47.7214,47.5455,48.3054,46.3416,45.379,46.4962,46.7635,45.3608,45.4533,45.5808,46.895,0.2387,0.2961,0.1203,0.253,0.2341,0.3007,0.1076,0.2611,0.1284,0.3716,0.1855,0.3543,0.2075,0.2151,0.23,0.0458,0.3282,0.2221,0.1811,0.2799,0.3037,16.0403,16.2299,15.6037,16.4059,16.4189,16.0958,15.9051,15.3175,14.3408,16.2941,15.9251,15.4913,16.485,15.9993,15.0079,14.2135,16.0283,15.3315,15.399,15.3726,16.0869
2016092506,2016092600,KRNO,87,48,0,12,77.5167,77.3607,77.1097,77.7918,77.3271,77.4692,77.4697,77.2997,78.1412,77.9233,77.4462,77.7678,77.4937,77.6012,77.8052,77.9473,77.4693,77.6487,77.3708,77.4692,77.1807,45.7409,45.2619,45.3339,46.0059,45.5139,45.4049,45.7658,45.2484,45.9444,45.6215,45.6089,45.4759,45.8263,45.8633,46.0299,44.9609,45.8255,45.5749,45.9113,45.7309,45.4664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6119,5.3805,5.7201,5.3551,6.1121,6.0943,6.0215,6.0841,5.827,5.2723,6.1431,5.6596,5.8382,5.6852,5.2505,5.5211,5.5829,5.5991,5.9633,5.3665,5.5013
2016092506,2016092600,KSEA,77,53,0,14,83.4963,82.6525,85.1507,82.7838,83.0134,81.5797,83.4963,84.4891,82.2983,83.3705,83.804,83.5305,80.8639,84.2458,83.1473,83.5814,83.1905,82.2499,84.1352,82.1083,85.0299,53.8016,54.5291,54.3843,52.7231,53.2795,53.3728,53.6813,54.6798,53.7074,53.847,53.2452,53.6787,53.6703,54.0497,53.4354,53.3848,53.5825,53.1744,54.2276,53.4429,53.9913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9081,4.184,2.9356,4.3199,4.1613,3.1815,3.0186,5.089,3.8955,4.2347,3.1858,3.9514,3.6086,3.8977,4.1977,3.3976,3.8456,3.9626,4.1402,3.0217,3.2803
2016092506,2016092600,KTVC,62,53,0.6,23,70.6682,70.4339,70.3661,69.5647,70.164,70.1243,71.4452,70.8966,70.5595,70.7897,69.0692,69.9323,71.4156,69.7141,67.6662,70.5055,70.1071,71.0264,69.2784,70.6022,71.03,52.855,52.071,53.4288,53.2016,54.1568,53.1752,52.461,53.5008,53.2987,52.6818,52.6798,53.8812,52.2438,51.9625,52.0529,52.9715,53.0767,53.3591,53.2719,53.1616,52.0404,0.564,0.5835,0.4603,0.6251,0.4274,0.5159,0.4356,0.7405,0.332,0.7266,0.2896,0.3371,0.4592,0.5034,0.5297,0.6276,0.6091,0.4034,0.5851,0.6974,0.4706,21.8715,21.6411,22.1812,23.7977,21.9064,23.4475,22.967,21.0838,20.7245,23.3758,20.1083,19.7468,21.6101,21.1451,19.2535,17.2487,22.1006,21.4822,23.2591,23.1807,18.9279
